Currency;Opened UTC;Closed UTC;Bid Open;Bid High;Bid Low;Bid Close;Ask Open;Ask High;Ask Low;Ask Close;Ticks;Volume
EUR/USD;22.03.2016 17:00:00.000;22.03.2016 17:00:00.250;1,11336;1,11344;1,11336;1,11344;1,11342;1,11350;1,11342;1,11350;1;0;0.00006
EUR/USD;22.03.2016 16:00:00.000;22.03.2016 16:00:00.250;1,11344;1,11352;1,11344;1,11352;1,11350;1,11358;1,11350;1,11358;1;0;0.00006
EUR/USD;22.03.2016 15:00:00.000;22.03.2016 15:00:00.250;1,11352;1,11361;1,11352;1,11361;1,11358;1,11367;1,11358;1,11367;1;0;0.00006
EUR/USD;22.03.2016 14:00:00.000;22.03.2016 14:00:00.250;1,11361;1,11369;1,11361;1,11369;1,11367;1,11375;1,11367;1,11375;1;0;0.00006
EUR/USD;22.03.2016 13:00:00.000;22.03.2016 13:00:00.250;1,11369;1,11377;1,11369;1,11377;1,11375;1,11383;1,11375;1,11383;1;0;0.00006
EUR/USD;22.03.2016 12:00:00.000;22.03.2016 12:00:00.250;1,11377;1,11386;1,11377;1,11386;1,11383;1,11392;1,11383;1,11392;1;0;0.00006
EUR/USD;22.03.2016 11:00:00.000;22.03.2016 11:00:00.250;1,11386;1,11394;1,11386;1,11394;1,11392;1,11400;1,11392;1,11400;1;0;0.00006
EUR/USD;22.03.2016 10:00:00.000;22.03.2016 10:00:00.250;1,11394;1,11402;1,11394;1,11402;1,11400;1,11408;1,11400;1,11408;1;0;0.00006
EUR/USD;22.03.2016 09:00:00.000;22.03.2016 09:00:00.250;1,11402;1,11411;1,11402;1,11411;1,11408;1,11417;1,11408;1,11417;1;0;0.00006
EUR/USD;22.03.2016 08:00:00.000;22.03.2016 08:00:00.250;1,11411;1,11419;1,11411;1,11419;1,11417;1,11425;1,11417;1,11425;1;0;0.00006
EUR/USD;22.03.2016 07:00:00.000;22.03.2016 07:00:00.250;1,11419;1,11427;1,11419;1,11427;1,11425;1,11433;1,11425;1,11433;1;0;0.00006
EUR/USD;22.03.2016 06:00:00.000;22.03.2016 06:00:00.250;1,11427;1,11436;1,11427;1,11436;1,11433;1,11442;1,11433;1,11442;1;0;0.00006
EUR/USD;22.03.2016 05:00:00.000;22.03.2016 05:00:00.250;1,11436;1,11444;1,11436;1,11444;1,11442;1,11450;1,11442;1,11450;1;0;0.00006
EUR/USD;22.03.2016 04:00:00.000;22.03.2016 04:00:00.250;1,11444;1,11452;1,11444;1,11452;1,11450;1,11458;1,11450;1,11458;1;0;0.00006
EUR/USD;22.03.2016 03:00:00.000;22.03.2016 03:00:00.250;1,11452;1,11461;1,11452;1,11461;1,11458;1,11467;1,11458;1,11467;1;0;0.00006
EUR/USD;22.03.2016 02:00:00.000;22.03.2016 02:00:00.250;1,11461;1,11469;1,11461;1,11469;1,11467;1,11475;1,11467;1,11475;1;0;0.00006
EUR/USD;22.03.2016 01:00:00.000;22.03.2016 01:00:00.250;1,11469;1,11477;1,11469;1,11477;1,11475;1,11483;1,11475;1,11483;1;0;0.00006
EUR/USD;22.03.2016 00:00:00.000;22.03.2016 00:00:00.250;1,11477;1,11486;1,11477;1,11486;1,11483;1,11492;1,11483;1,11492;1;0;0.00006
EUR/USD;21.03.2016 23:00:00.000;21.03.2016 23:00:00.250;1,11486;1,11494;1,11486;1,11494;1,11492;1,11500;1,11492;1,11500;1;0;0.00006
EUR/USD;21.03.2016 22:00:00.000;21.03.2016 22:00:00.250;1,11494;1,11502;1,11494;1,11502;1,11500;1,11508;1,11500;1,11508;1;0;0.00006
EUR/USD;21.03.2016 21:00:00.000;21.03.2016 21:00:00.250;1,11502;1,11511;1,11502;1,11511;1,11508;1,11517;1,11508;1,11517;1;0;0.00006
EUR/USD;21.03.2016 20:00:00.000;21.03.2016 20:00:00.250;1,11511;1,11519;1,11511;1,11519;1,11517;1,11525;1,11517;1,11525;1;0;0.00006
EUR/USD;21.03.2016 19:00:00.000;21.03.2016 19:00:00.250;1,11519;1,11527;1,11519;1,11527;1,11525;1,11533;1,11525;1,11533;1;0;0.00006
EUR/USD;21.03.2016 18:00:00.000;21.03.2016 18:00:00.250;1,11527;1,11536;1,11527;1,11536;1,11533;1,11542;1,11533;1,11542;1;0;0.00006
EUR/USD;21.03.2016 17:00:00.000;21.03.2016 17:00:00.250;1,11536;1,11544;1,11536;1,11544;1,11542;1,11550;1,11542;1,11550;1;0;0.00006
EUR/USD;21.03.2016 16:00:00.000;21.03.2016 16:00:00.250;1,11544;1,11552;1,11544;1,11552;1,11550;1,11558;1,11550;1,11558;1;0;0.00006
EUR/USD;21.03.2016 15:00:00.000;21.03.2016 15:00:00.250;1,11552;1,11561;1,11552;1,11561;1,11558;1,11567;1,11558;1,11567;1;0;0.00006
EUR/USD;21.03.2016 14:00:00.000;21.03.2016 14:00:00.250;1,11561;1,11569;1,11561;1,11569;1,11567;1,11575;1,11567;1,11575;1;0;0.00006
EUR/USD;21.03.2016 13:00:00.000;21.03.2016 13:00:00.250;1,11569;1,11577;1,11569;1,11577;1,11575;1,11583;1,11575;1,11583;1;0;0.00006
EUR/USD;21.03.2016 12:00:00.000;21.03.2016 12:00:00.250;1,11577;1,11586;1,11577;1,11586;1,11583;1,11592;1,11583;1,11592;1;0;0.00006
EUR/USD;21.03.2016 11:00:00.000;21.03.2016 11:00:00.250;1,11586;1,11594;1,11586;1,11594;1,11592;1,11600;1,11592;1,11600;1;0;0.00006
EUR/USD;21.03.2016 10:00:00.000;21.03.2016 10:00:00.250;1,11594;1,11602;1,11594;1,11602;1,11600;1,11608;1,11600;1,11608;1;0;0.00006
EUR/USD;21.03.2016 09:00:00.000;21.03.2016 09:00:00.250;1,11602;1,11611;1,11602;1,11611;1,11608;1,11617;1,11608;1,11617;1;0;0.00006
EUR/USD;21.03.2016 08:00:00.000;21.03.2016 08:00:00.250;1,11611;1,11619;1,11611;1,11619;1,11617;1,11625;1,11617;1,11625;1;0;0.00006
EUR/USD;21.03.2016 07:00:00.000;21.03.2016 07:00:00.250;1,11619;1,11627;1,11619;1,11627;1,11625;1,11633;1,11625;1,11633;1;0;0.00006
EUR/USD;21.03.2016 06:00:00.000;21.03.2016 06:00:00.250;1,11627;1,11636;1,11627;1,11636;1,11633;1,11642;1,11633;1,11642;1;0;0.00006
EUR/USD;21.03.2016 05:00:00.000;21.03.2016 05:00:00.250;1,11636;1,11644;1,11636;1,11644;1,11642;1,11650;1,11642;1,11650;1;0;0.00006
EUR/USD;21.03.2016 04:00:00.000;21.03.2016 04:00:00.250;1,11644;1,11652;1,11644;1,11652;1,11650;1,11658;1,11650;1,11658;1;0;0.00006
EUR/USD;21.03.2016 03:00:00.000;21.03.2016 03:00:00.250;1,11652;1,11661;1,11652;1,11661;1,11658;1,11667;1,11658;1,11667;1;0;0.00006
EUR/USD;21.03.2016 02:00:00.000;21.03.2016 02:00:00.250;1,11661;1,11669;1,11661;1,11669;1,11667;1,11675;1,11667;1,11675;1;0;0.00006
EUR/USD;21.03.2016 01:00:00.000;21.03.2016 01:00:00.250;1,11669;1,11677;1,11669;1,11677;1,11675;1,11683;1,11675;1,11683;1;0;0.00006
EUR/USD;21.03.2016 00:00:00.000;21.03.2016 00:00:00.250;1,11677;1,11686;1,11677;1,11686;1,11683;1,11692;1,11683;1,11692;1;0;0.00006
EUR/USD;20.03.2016 23:00:00.000;20.03.2016 23:00:00.250;1,11686;1,11694;1,11686;1,11694;1,11692;1,11700;1,11692;1,11700;1;0;0.00006
EUR/USD;20.03.2016 22:00:00.000;20.03.2016 22:00:00.250;1,11694;1,11702;1,11694;1,11702;1,11700;1,11708;1,11700;1,11708;1;0;0.00006
EUR/USD;20.03.2016 21:00:00.000;20.03.2016 21:00:00.250;1,11702;1,11711;1,11702;1,11711;1,11708;1,11717;1,11708;1,11717;1;0;0.00006
EUR/USD;20.03.2016 20:00:00.000;20.03.2016 20:00:00.250;1,11711;1,11719;1,11711;1,11719;1,11717;1,11725;1,11717;1,11725;1;0;0.00006
EUR/USD;20.03.2016 19:00:00.000;20.03.2016 19:00:00.250;1,11719;1,11727;1,11719;1,11727;1,11725;1,11733;1,11725;1,11733;1;0;0.00006
EUR/USD;20.03.2016 18:00:00.000;20.03.2016 18:00:00.250;1,11727;1,11736;1,11727;1,11736;1,11733;1,11742;1,11733;1,11742;1;0;0.00006
EUR/USD;20.03.2016 17:00:00.000;20.03.2016 17:00:00.250;1,11736;1,11744;1,11736;1,11744;1,11742;1,11750;1,11742;1,11750;1;0;0.00006
EUR/USD;20.03.2016 16:00:00.000;20.03.2016 16:00:00.250;1,11744;1,11752;1,11744;1,11752;1,11750;1,11758;1,11750;1,11758;1;0;0.00006
EUR/USD;20.03.2016 15:00:00.000;20.03.2016 15:00:00.250;1,11752;1,11761;1,11752;1,11761;1,11758;1,11767;1,11758;1,11767;1;0;0.00006
EUR/USD;20.03.2016 14:00:00.000;20.03.2016 14:00:00.250;1,11761;1,11769;1,11761;1,11769;1,11767;1,11775;1,11767;1,11775;1;0;0.00006
EUR/USD;20.03.2016 13:00:00.000;20.03.2016 13:00:00.250;1,11769;1,11777;1,11769;1,11777;1,11775;1,11783;1,11775;1,11783;1;0;0.00006
EUR/USD;20.03.2016 12:00:00.000;20.03.2016 12:00:00.250;1,11777;1,11786;1,11777;1,11786;1,11783;1,11792;1,11783;1,11792;1;0;0.00006
EUR/USD;20.03.2016 11:00:00.000;20.03.2016 11:00:00.250;1,11786;1,11794;1,11786;1,11794;1,11792;1,11800;1,11792;1,11800;1;0;0.00006
EUR/USD;20.03.2016 10:00:00.000;20.03.2016 10:00:00.250;1,11794;1,11802;1,11794;1,11802;1,11800;1,11808;1,11800;1,11808;1;0;0.00006
EUR/USD;20.03.2016 09:00:00.000;20.03.2016 09:00:00.250;1,11802;1,11811;1,11802;1,11811;1,11808;1,11817;1,11808;1,11817;1;0;0.00006
EUR/USD;20.03.2016 08:00:00.000;20.03.2016 08:00:00.250;1,11811;1,11819;1,11811;1,11819;1,11817;1,11825;1,11817;1,11825;1;0;0.00006
EUR/USD;20.03.2016 07:00:00.000;20.03.2016 07:00:00.250;1,11819;1,11827;1,11819;1,11827;1,11825;1,11833;1,11825;1,11833;1;0;0.00006
EUR/USD;20.03.2016 06:00:00.000;20.03.2016 06:00:00.250;1,11827;1,11836;1,11827;1,11836;1,11833;1,11842;1,11833;1,11842;1;0;0.00006
EUR/USD;20.03.2016 05:00:00.000;20.03.2016 05:00:00.250;1,11836;1,11844;1,11836;1,11844;1,11842;1,11850;1,11842;1,11850;1;0;0.00006
EUR/USD;20.03.2016 04:00:00.000;20.03.2016 04:00:00.250;1,11844;1,11852;1,11844;1,11852;1,11850;1,11858;1,11850;1,11858;1;0;0.00006
EUR/USD;20.03.2016 03:00:00.000;20.03.2016 03:00:00.250;1,11852;1,11861;1,11852;1,11861;1,11858;1,11867;1,11858;1,11867;1;0;0.00006
EUR/USD;20.03.2016 02:00:00.000;20.03.2016 02:00:00.250;1,11861;1,11869;1,11861;1,11869;1,11867;1,11875;1,11867;1,11875;1;0;0.00006
EUR/USD;20.03.2016 01:00:00.000;20.03.2016 01:00:00.250;1,11869;1,11877;1,11869;1,11877;1,11875;1,11883;1,11875;1,11883;1;0;0.00006
EUR/USD;20.03.2016 00:00:00.000;20.03.2016 00:00:00.250;1,11877;1,11886;1,11877;1,11886;1,11883;1,11892;1,11883;1,11892;1;0;0.00006
EUR/USD;19.03.2016 23:00:00.000;19.03.2016 23:00:00.250;1,11886;1,11894;1,11886;1,11894;1,11892;1,11900;1,11892;1,11900;1;0;0.00006
EUR/USD;19.03.2016 22:00:00.000;19.03.2016 22:00:00.250;1,11894;1,11902;1,11894;1,11902;1,11900;1,11908;1,11900;1,11908;1;0;0.00006
EUR/USD;19.03.2016 21:00:00.000;19.03.2016 21:00:00.250;1,11902;1,11911;1,11902;1,11911;1,11908;1,11917;1,11908;1,11917;1;0;0.00006
EUR/USD;19.03.2016 20:00:00.000;19.03.2016 20:00:00.250;1,11911;1,11919;1,11911;1,11919;1,11917;1,11925;1,11917;1,11925;1;0;0.00006
EUR/USD;19.03.2016 19:00:00.000;19.03.2016 19:00:00.250;1,11919;1,11927;1,11919;1,11927;1,11925;1,11933;1,11925;1,11933;1;0;0.00006
EUR/USD;19.03.2016 18:00:00.000;19.03.2016 18:00:00.250;1,11927;1,11936;1,11927;1,11936;1,11933;1,11942;1,11933;1,11942;1;0;0.00006
EUR/USD;19.03.2016 17:00:00.000;19.03.2016 17:00:00.250;1,11936;1,11944;1,11936;1,11944;1,11942;1,11950;1,11942;1,11950;1;0;0.00006
EUR/USD;19.03.2016 16:00:00.000;19.03.2016 16:00:00.250;1,11944;1,11952;1,11944;1,11952;1,11950;1,11958;1,11950;1,11958;1;0;0.00006
EUR/USD;19.03.2016 15:00:00.000;19.03.2016 15:00:00.250;1,11952;1,11961;1,11952;1,11961;1,11958;1,11967;1,11958;1,11967;1;0;0.00006
EUR/USD;19.03.2016 14:00:00.000;19.03.2016 14:00:00.250;1,11961;1,11969;1,11961;1,11969;1,11967;1,11975;1,11967;1,11975;1;0;0.00006
EUR/USD;19.03.2016 13:00:00.000;19.03.2016 13:00:00.250;1,11969;1,11977;1,11969;1,11977;1,11975;1,11983;1,11975;1,11983;1;0;0.00006
EUR/USD;19.03.2016 12:00:00.000;19.03.2016 12:00:00.250;1,11977;1,11986;1,11977;1,11986;1,11983;1,11992;1,11983;1,11992;1;0;0.00006
EUR/USD;19.03.2016 11:00:00.000;19.03.2016 11:00:00.250;1,11986;1,11994;1,11986;1,11994;1,11992;1,12000;1,11992;1,12000;1;0;0.00006
EUR/USD;19.03.2016 10:00:00.000;19.03.2016 10:00:00.250;1,11994;1,12002;1,11994;1,12002;1,12000;1,12008;1,12000;1,12008;1;0;0.00006
EUR/USD;19.03.2016 09:00:00.000;19.03.2016 09:00:00.250;1,12002;1,12011;1,12002;1,12011;1,12008;1,12017;1,12008;1,12017;1;0;0.00006
EUR/USD;19.03.2016 08:00:00.000;19.03.2016 08:00:00.250;1,12011;1,12019;1,12011;1,12019;1,12017;1,12025;1,12017;1,12025;1;0;0.00006
EUR/USD;19.03.2016 07:00:00.000;19.03.2016 07:00:00.250;1,12019;1,12027;1,12019;1,12027;1,12025;1,12033;1,12025;1,12033;1;0;0.00006
EUR/USD;19.03.2016 06:00:00.000;19.03.2016 06:00:00.250;1,12027;1,12036;1,12027;1,12036;1,12033;1,12042;1,12033;1,12042;1;0;0.00006
EUR/USD;19.03.2016 05:00:00.000;19.03.2016 05:00:00.250;1,12036;1,12044;1,12036;1,12044;1,12042;1,12050;1,12042;1,12050;1;0;0.00006
EUR/USD;19.03.2016 04:00:00.000;19.03.2016 04:00:00.250;1,12044;1,12052;1,12044;1,12052;1,12050;1,12058;1,12050;1,12058;1;0;0.00006
EUR/USD;19.03.2016 03:00:00.000;19.03.2016 03:00:00.250;1,12052;1,12061;1,12052;1,12061;1,12058;1,12067;1,12058;1,12067;1;0;0.00006
EUR/USD;19.03.2016 02:00:00.000;19.03.2016 02:00:00.250;1,12061;1,12069;1,12061;1,12069;1,12067;1,12075;1,12067;1,12075;1;0;0.00006
EUR/USD;19.03.2016 01:00:00.000;19.03.2016 01:00:00.250;1,12069;1,12077;1,12069;1,12077;1,12075;1,12083;1,12075;1,12083;1;0;0.00006
EUR/USD;19.03.2016 00:00:00.000;19.03.2016 00:00:00.250;1,12077;1,12086;1,12077;1,12086;1,12083;1,12092;1,12083;1,12092;1;0;0.00006
EUR/USD;18.03.2016 23:00:00.000;18.03.2016 23:00:00.250;1,12086;1,12094;1,12086;1,12094;1,12092;1,12100;1,12092;1,12100;1;0;0.00006
EUR/USD;18.03.2016 22:00:00.000;18.03.2016 22:00:00.250;1,12094;1,12102;1,12094;1,12102;1,12100;1,12108;1,12100;1,12108;1;0;0.00006
EUR/USD;18.03.2016 21:00:00.000;18.03.2016 21:00:00.250;1,12102;1,12111;1,12102;1,12111;1,12108;1,12117;1,12108;1,12117;1;0;0.00006
EUR/USD;18.03.2016 20:00:00.000;18.03.2016 20:00:00.250;1,12111;1,12119;1,12111;1,12119;1,12117;1,12125;1,12117;1,12125;1;0;0.00006
EUR/USD;18.03.2016 19:00:00.000;18.03.2016 19:00:00.250;1,12119;1,12127;1,12119;1,12127;1,12125;1,12133;1,12125;1,12133;1;0;0.00006
EUR/USD;18.03.2016 18:00:00.000;18.03.2016 18:00:00.250;1,12127;1,12136;1,12127;1,12136;1,12133;1,12142;1,12133;1,12142;1;0;0.00006
EUR/USD;18.03.2016 17:00:00.000;18.03.2016 17:00:00.250;1,12136;1,12144;1,12136;1,12144;1,12142;1,12150;1,12142;1,12150;1;0;0.00006
EUR/USD;18.03.2016 16:00:00.000;18.03.2016 16:00:00.250;1,12144;1,12152;1,12144;1,12152;1,12150;1,12158;1,12150;1,12158;1;0;0.00006
EUR/USD;18.03.2016 15:00:00.000;18.03.2016 15:00:00.250;1,12152;1,12161;1,12152;1,12161;1,12158;1,12167;1,12158;1,12167;1;0;0.00006
EUR/USD;18.03.2016 14:00:00.000;18.03.2016 14:00:00.250;1,12161;1,12169;1,12161;1,12169;1,12167;1,12175;1,12167;1,12175;1;0;0.00006
EUR/USD;18.03.2016 13:00:00.000;18.03.2016 13:00:00.250;1,12169;1,12177;1,12169;1,12177;1,12175;1,12183;1,12175;1,12183;1;0;0.00006
EUR/USD;18.03.2016 12:00:00.000;18.03.2016 12:00:00.250;1,12177;1,12186;1,12177;1,12186;1,12183;1,12192;1,12183;1,12192;1;0;0.00006
EUR/USD;18.03.2016 11:00:00.000;18.03.2016 11:00:00.250;1,12186;1,12194;1,12186;1,12194;1,12192;1,12200;1,12192;1,12200;1;0;0.00006
EUR/USD;18.03.2016 10:00:00.000;18.03.2016 10:00:00.250;1,12194;1,12202;1,12194;1,12202;1,12200;1,12208;1,12200;1,12208;1;0;0.00006
EUR/USD;18.03.2016 09:00:00.000;18.03.2016 09:00:00.250;1,12202;1,12211;1,12202;1,12211;1,12208;1,12217;1,12208;1,12217;1;0;0.00006
EUR/USD;18.03.2016 08:00:00.000;18.03.2016 08:00:00.250;1,12211;1,12219;1,12211;1,12219;1,12217;1,12225;1,12217;1,12225;1;0;0.00006
EUR/USD;18.03.2016 07:00:00.000;18.03.2016 07:00:00.250;1,12219;1,12227;1,12219;1,12227;1,12225;1,12233;1,12225;1,12233;1;0;0.00006
EUR/USD;18.03.2016 06:00:00.000;18.03.2016 06:00:00.250;1,12227;1,12236;1,12227;1,12236;1,12233;1,12242;1,12233;1,12242;1;0;0.00006
EUR/USD;18.03.2016 05:00:00.000;18.03.2016 05:00:00.250;1,12236;1,12244;1,12236;1,12244;1,12242;1,12250;1,12242;1,12250;1;0;0.00006
EUR/USD;18.03.2016 04:00:00.000;18.03.2016 04:00:00.250;1,12244;1,12252;1,12244;1,12252;1,12250;1,12258;1,12250;1,12258;1;0;0.00006
EUR/USD;18.03.2016 03:00:00.000;18.03.2016 03:00:00.250;1,12252;1,12261;1,12252;1,12261;1,12258;1,12267;1,12258;1,12267;1;0;0.00006
EUR/USD;18.03.2016 02:00:00.000;18.03.2016 02:00:00.250;1,12261;1,12269;1,12261;1,12269;1,12267;1,12275;1,12267;1,12275;1;0;0.00006
EUR/USD;18.03.2016 01:00:00.000;18.03.2016 01:00:00.250;1,12269;1,12277;1,12269;1,12277;1,12275;1,12283;1,12275;1,12283;1;0;0.00006
EUR/USD;18.03.2016 00:00:00.000;18.03.2016 00:00:00.250;1,12277;1,12286;1,12277;1,12286;1,12283;1,12292;1,12283;1,12292;1;0;0.00006
EUR/USD;17.03.2016 23:00:00.000;17.03.2016 23:00:00.250;1,12286;1,12294;1,12286;1,12294;1,12292;1,12300;1,12292;1,12300;1;0;0.00006
EUR/USD;17.03.2016 22:00:00.000;17.03.2016 22:00:00.250;1,12294;1,12302;1,12294;1,12302;1,12300;1,12308;1,12300;1,12308;1;0;0.00006
EUR/USD;17.03.2016 21:00:00.000;17.03.2016 21:00:00.250;1,12302;1,12311;1,12302;1,12311;1,12308;1,12317;1,12308;1,12317;1;0;0.00006
EUR/USD;17.03.2016 20:00:00.000;17.03.2016 20:00:00.250;1,12311;1,12319;1,12311;1,12319;1,12317;1,12325;1,12317;1,12325;1;0;0.00006
EUR/USD;17.03.2016 19:00:00.000;17.03.2016 19:00:00.250;1,12319;1,12327;1,12319;1,12327;1,12325;1,12333;1,12325;1,12333;1;0;0.00006
EUR/USD;17.03.2016 18:00:00.000;17.03.2016 18:00:00.250;1,12327;1,12336;1,12327;1,12336;1,12333;1,12342;1,12333;1,12342;1;0;0.00006
EUR/USD;17.03.2016 17:00:00.000;17.03.2016 17:00:00.250;1,12336;1,12344;1,12336;1,12344;1,12342;1,12350;1,12342;1,12350;1;0;0.00006
EUR/USD;17.03.2016 16:00:00.000;17.03.2016 16:00:00.250;1,12344;1,12352;1,12344;1,12352;1,12350;1,12358;1,12350;1,12358;1;0;0.00006
EUR/USD;17.03.2016 15:00:00.000;17.03.2016 15:00:00.250;1,12352;1,12361;1,12352;1,12361;1,12358;1,12367;1,12358;1,12367;1;0;0.00006
EUR/USD;17.03.2016 14:00:00.000;17.03.2016 14:00:00.250;1,12361;1,12369;1,12361;1,12369;1,12367;1,12375;1,12367;1,12375;1;0;0.00006
EUR/USD;17.03.2016 13:00:00.000;17.03.2016 13:00:00.250;1,12369;1,12377;1,12369;1,12377;1,12375;1,12383;1,12375;1,12383;1;0;0.00006
EUR/USD;17.03.2016 12:00:00.000;17.03.2016 12:00:00.250;1,12377;1,12386;1,12377;1,12386;1,12383;1,12392;1,12383;1,12392;1;0;0.00006
EUR/USD;17.03.2016 11:00:00.000;17.03.2016 11:00:00.250;1,12386;1,12394;1,12386;1,12394;1,12392;1,12400;1,12392;1,12400;1;0;0.00006
EUR/USD;17.03.2016 10:00:00.000;17.03.2016 10:00:00.250;1,12394;1,12402;1,12394;1,12402;1,12400;1,12408;1,12400;1,12408;1;0;0.00006
EUR/USD;17.03.2016 09:00:00.000;17.03.2016 09:00:00.250;1,12402;1,12411;1,12402;1,12411;1,12408;1,12417;1,12408;1,12417;1;0;0.00006
EUR/USD;17.03.2016 08:00:00.000;17.03.2016 08:00:00.250;1,12411;1,12419;1,12411;1,12419;1,12417;1,12425;1,12417;1,12425;1;0;0.00006
EUR/USD;17.03.2016 07:00:00.000;17.03.2016 07:00:00.250;1,12419;1,12427;1,12419;1,12427;1,12425;1,12433;1,12425;1,12433;1;0;0.00006
EUR/USD;17.03.2016 06:00:00.000;17.03.2016 06:00:00.250;1,12427;1,12436;1,12427;1,12436;1,12433;1,12442;1,12433;1,12442;1;0;0.00006
EUR/USD;17.03.2016 05:00:00.000;17.03.2016 05:00:00.250;1,12436;1,12444;1,12436;1,12444;1,12442;1,12450;1,12442;1,12450;1;0;0.00006
EUR/USD;17.03.2016 04:00:00.000;17.03.2016 04:00:00.250;1,12444;1,12452;1,12444;1,12452;1,12450;1,12458;1,12450;1,12458;1;0;0.00006
EUR/USD;17.03.2016 03:00:00.000;17.03.2016 03:00:00.250;1,12452;1,12461;1,12452;1,12461;1,12458;1,12467;1,12458;1,12467;1;0;0.00006
EUR/USD;17.03.2016 02:00:00.000;17.03.2016 02:00:00.250;1,12461;1,12469;1,12461;1,12469;1,12467;1,12475;1,12467;1,12475;1;0;0.00006
EUR/USD;17.03.2016 01:00:00.000;17.03.2016 01:00:00.250;1,12469;1,12477;1,12469;1,12477;1,12475;1,12483;1,12475;1,12483;1;0;0.00006
EUR/USD;17.03.2016 00:00:00.000;17.03.2016 00:00:00.250;1,12477;1,12486;1,12477;1,12486;1,12483;1,12492;1,12483;1,12492;1;0;0.00006
EUR/USD;16.03.2016 23:00:00.000;16.03.2016 23:00:00.250;1,12486;1,12494;1,12486;1,12494;1,12492;1,12500;1,12492;1,12500;1;0;0.00006
EUR/USD;16.03.2016 22:00:00.000;16.03.2016 22:00:00.250;1,12494;1,12502;1,12494;1,12502;1,12500;1,12508;1,12500;1,12508;1;0;0.00006
EUR/USD;16.03.2016 21:00:00.000;16.03.2016 21:00:00.250;1,12502;1,12511;1,12502;1,12511;1,12508;1,12517;1,12508;1,12517;1;0;0.00006
EUR/USD;16.03.2016 20:00:00.000;16.03.2016 20:00:00.250;1,12511;1,12519;1,12511;1,12519;1,12517;1,12525;1,12517;1,12525;1;0;0.00006
EUR/USD;16.03.2016 19:00:00.000;16.03.2016 19:00:00.250;1,12519;1,12527;1,12519;1,12527;1,12525;1,12533;1,12525;1,12533;1;0;0.00006
EUR/USD;16.03.2016 18:00:00.000;16.03.2016 18:00:00.250;1,12527;1,12536;1,12527;1,12536;1,12533;1,12542;1,12533;1,12542;1;0;0.00006
EUR/USD;16.03.2016 17:00:00.000;16.03.2016 17:00:00.250;1,12536;1,12544;1,12536;1,12544;1,12542;1,12550;1,12542;1,12550;1;0;0.00006
EUR/USD;16.03.2016 16:00:00.000;16.03.2016 16:00:00.250;1,12544;1,12552;1,12544;1,12552;1,12550;1,12558;1,12550;1,12558;1;0;0.00006
EUR/USD;16.03.2016 15:00:00.000;16.03.2016 15:00:00.250;1,12552;1,12561;1,12552;1,12561;1,12558;1,12567;1,12558;1,12567;1;0;0.00006
EUR/USD;16.03.2016 14:00:00.000;16.03.2016 14:00:00.250;1,12561;1,12569;1,12561;1,12569;1,12567;1,12575;1,12567;1,12575;1;0;0.00006
EUR/USD;16.03.2016 13:00:00.000;16.03.2016 13:00:00.250;1,12569;1,12577;1,12569;1,12577;1,12575;1,12583;1,12575;1,12583;1;0;0.00006
EUR/USD;16.03.2016 12:00:00.000;16.03.2016 12:00:00.250;1,12577;1,12586;1,12577;1,12586;1,12583;1,12592;1,12583;1,12592;1;0;0.00006
EUR/USD;16.03.2016 11:00:00.000;16.03.2016 11:00:00.250;1,12586;1,12594;1,12586;1,12594;1,12592;1,12600;1,12592;1,12600;1;0;0.00006
EUR/USD;16.03.2016 10:00:00.000;16.03.2016 10:00:00.250;1,12594;1,12602;1,12594;1,12602;1,12600;1,12608;1,12600;1,12608;1;0;0.00006
EUR/USD;16.03.2016 09:00:00.000;16.03.2016 09:00:00.250;1,12602;1,12611;1,12602;1,12611;1,12608;1,12617;1,12608;1,12617;1;0;0.00006
EUR/USD;16.03.2016 08:00:00.000;16.03.2016 08:00:00.250;1,12611;1,12619;1,12611;1,12619;1,12617;1,12625;1,12617;1,12625;1;0;0.00006
EUR/USD;16.03.2016 07:00:00.000;16.03.2016 07:00:00.250;1,12619;1,12627;1,12619;1,12627;1,12625;1,12633;1,12625;1,12633;1;0;0.00006
EUR/USD;16.03.2016 06:00:00.000;16.03.2016 06:00:00.250;1,12627;1,12636;1,12627;1,12636;1,12633;1,12642;1,12633;1,12642;1;0;0.00006
EUR/USD;16.03.2016 05:00:00.000;16.03.2016 05:00:00.250;1,12636;1,12644;1,12636;1,12644;1,12642;1,12650;1,12642;1,12650;1;0;0.00006
EUR/USD;16.03.2016 04:00:00.000;16.03.2016 04:00:00.250;1,12644;1,12652;1,12644;1,12652;1,12650;1,12658;1,12650;1,12658;1;0;0.00006
EUR/USD;16.03.2016 03:00:00.000;16.03.2016 03:00:00.250;1,12652;1,12661;1,12652;1,12661;1,12658;1,12667;1,12658;1,12667;1;0;0.00006
EUR/USD;16.03.2016 02:00:00.000;16.03.2016 02:00:00.250;1,12661;1,12669;1,12661;1,12669;1,12667;1,12675;1,12667;1,12675;1;0;0.00006
EUR/USD;16.03.2016 01:00:00.000;16.03.2016 01:00:00.250;1,12669;1,12677;1,12669;1,12677;1,12675;1,12683;1,12675;1,12683;1;0;0.00006
